userid,register_time,country
57213,2017-01-14,PH
57215,2017-05-04,TH
57220,2017-03-21,TH
57225,2017-04-12,SG
57231,2017-03-12,TH
57233,2017-04-23,VN
57238,2017-04-20,PH
57242,2017-01-17,ID
57248,2017-02-26,TW
57250,2017-02-21,SG
57257,2017-04-17,VN
57262,2017-02-08,ID
57265,2017-01-29,TH
57272,2017-04-13,TW
57279,2017-05-06,TW
57287,2017-03-09,SG
57289,2017-01-02,VN
57296,2017-05-19,MY
57298,2017-01-25,TH
57306,2017-04-03,TH
57314,2017-04-02,ID
57315,2017-05-16,PH
57320,2017-03-28,ID
57321,2017-03-08,TW
57322,2017-02-10,TH
57329,2017-03-25,MY
57333,2017-03-28,SG
57341,2017-02-02,TW
57345,2017-02-19,ID
57347,2017-04-20,VN
57351,2017-05-11,VN
57353,2017-05-03,MY
57360,2017-04-24,VN
57366,2017-01-28,ID
57367,2017-01-15,TH
57370,2017-03-31,ID
57379,2017-03-19,ID
57386,2017-03-05,VN
57387,2017-05-01,PH
57389,2017-02-16,MY
57398,2017-04-28,TW
57406,2017-03-05,PH
57411,2017-01-30,TH
57416,2017-03-09,TW
57419,2017-04-23,MY
57426,2017-04-22,PH
57430,2017-03-11,VN
57440,2017-04-19,SG
57444,2017-01-30,PH
57451,2017-05-16,SG
57454,2017-04-13,SG
57456,2017-01-02,SG
57462,2017-02-18,SG
57472,2017-05-24,VN
57476,2017-01-31,MY
57483,2017-03-02,TW
57486,2017-04-06,PH
57489,2017-03-31,TH
57494,2017-05-15,PH
57502,2017-04-25,SG
57503,2017-04-04,TH
57511,2017-03-03,MY
57519,2017-03-02,SG
57525,2017-03-11,PH
57530,2017-05-04,PH
57539,2017-04-08,VN
57541,2017-05-25,SG
57549,2017-01-27,ID
57557,2017-01-19,VN
57564,2017-05-02,ID
57566,2017-01-26,ID
57573,2017-04-18,PH
57577,2017-04-05,SG
57584,2017-01-19,ID
57586,2017-01-20,SG
57594,2017-01-24,SG
57597,2017-04-21,VN
57601,2017-01-07,ID
57602,2017-05-23,ID
57607,2017-01-26,ID
57613,2017-04-29,PH
57623,2017-05-16,TH
57628,2017-04-20,TW
57634,2017-01-26,VN
57641,2017-03-15,TH
57644,2017-01-03,TW
57651,2017-02-07,TH
57653,2017-03-16,MY
57656,2017-05-22,VN
57663,2017-05-29,VN
57672,2017-01-23,VN
57679,2017-05-07,TH
57686,2017-02-28,PH
57689,2017-04-26,SG
57698,2017-03-24,MY
57706,2017-05-26,MY
57712,2017-05-02,TW
57716,2017-02-18,MY
57721,2017-04-06,SG
57723,2017-02-02,SG
57733,2017-02-16,VN
57736,2017-02-25,PH
57740,2017-01-24,VN
57747,2017-05-12,TW
57750,2017-05-15,VN
57751,2017-03-24,TW
57756,2017-01-06,ID
57766,2017-04-02,TW
57774,2017-03-02,SG
57777,2017-03-12,TH
57784,2017-04-21,TW
57791,2017-05-15,ID
57799,2017-02-10,TW
57802,2017-02-24,TW
57803,2017-02-23,ID
57805,2017-04-02,TW
57808,2017-02-25,MY
57816,2017-03-26,SG
57819,2017-02-06,SG
57829,2017-02-10,ID
57839,2017-04-14,SG
57848,2017-02-20,PH
57858,2017-02-17,TW
57866,2017-05-10,PH
57868,2017-03-08,TW
57875,2017-04-12,PH
57880,2017-04-20,TH
57885,2017-02-15,MY
57886,2017-01-01,VN
57896,2017-01-21,VN
57900,2017-01-16,MY
57906,2017-05-14,SG
57912,2017-03-17,ID
57915,2017-01-10,SG
57921,2017-01-07,TW
57928,2017-03-17,PH
57934,2017-03-26,ID
57944,2017-04-15,TH
57947,2017-05-23,VN
57953,2017-03-13,TW
57956,2017-04-03,SG
57966,2017-02-28,SG
57969,2017-04-28,PH
57979,2017-02-02,ID
57989,2017-05-12,PH
57991,2017-05-06,TH
57995,2017-05-10,TH
58000,2017-04-19,ID
58009,2017-02-17,MY
58013,2017-03-31,SG
58019,2017-01-10,VN
58029,2017-05-09,TW
58031,2017-03-17,VN
58039,2017-05-24,ID
58047,2017-04-05,TH
58049,2017-05-28,VN
58058,2017-05-15,ID
58063,2017-04-25,ID
58067,2017-01-09,MY
58069,2017-05-16,VN
58075,2017-06-01,ID
58079,2017-05-17,TW
58089,2017-02-28,MY
58093,2017-01-07,TH
58097,2017-04-21,VN
58100,2017-02-18,SG
58107,2017-02-01,PH
58108,2017-02-17,ID
58114,2017-03-02,MY
58118,2017-05-19,TH
58127,2017-04-25,PH
58134,2017-04-06,SG
58140,2017-02-26,SG
58141,2017-04-14,SG
58142,2017-02-09,ID
58148,2017-03-20,PH
58152,2017-04-23,MY
58156,2017-04-12,VN
58165,2017-02-06,ID
58173,2017-02-12,VN
58178,2017-02-26,VN
58180,2017-04-30,MY
58182,2017-02-17,TW
58191,2017-03-10,PH
58195,2017-01-21,VN
58205,2017-03-22,MY
58215,2017-02-02,TW
58221,2017-01-28,PH
58226,2017-02-24,SG
58231,2017-04-11,TH
58234,2017-01-25,VN
58241,2017-04-23,TW
58246,2017-02-24,SG
58256,2017-02-20,TW
58264,2017-01-15,TH
58272,2017-03-05,TH
58279,2017-05-12,ID
58285,2017-01-15,MY
58287,2017-03-05,MY
58293,2017-04-16,VN
58303,2017-01-14,SG
58308,2017-03-30,TH
58311,2017-02-04,ID
58317,2017-02-25,TH
58322,2017-03-30,TW
58324,2017-03-28,TH
58327,2017-03-04,ID
58334,2017-02-14,TH
58335,2017-04-03,PH
58342,2017-01-10,ID
58352,2017-05-03,TH
58358,2017-03-14,TW
58363,2017-05-26,PH
58368,2017-04-22,MY
58373,2017-04-09,VN
58378,2017-01-27,PH
58379,2017-02-25,ID
58385,2017-03-23,VN
58389,2017-03-19,TW
58395,2017-01-25,SG
58404,2017-04-01,SG
58405,2017-03-05,TW
58412,2017-01-16,VN
58415,2017-05-23,VN
58419,2017-03-17,VN
58429,2017-01-22,PH
58431,2017-03-01,ID
58436,2017-03-11,TW
58444,2017-05-14,PH
58452,2017-05-15,VN
58455,2017-05-02,TW
58459,2017-03-07,ID
58465,2017-01-03,TH
58470,2017-04-27,SG
58472,2017-02-21,TH
58480,2017-04-30,TH
58487,2017-01-20,TW
58488,2017-03-05,ID
58495,2017-04-02,TW
58497,2017-03-22,SG
58505,2017-02-25,VN
58513,2017-05-17,ID
58517,2017-01-10,PH
58526,2017-03-22,MY
58527,2017-02-05,SG
58531,2017-04-13,TW
58541,2017-05-31,TH
58545,2017-03-10,VN
58553,2017-03-24,MY
58556,2017-05-21,SG
58566,2017-02-12,TH
58569,2017-01-05,ID
58574,2017-05-22,SG
58584,2017-04-28,TH
58591,2017-01-20,TH
58595,2017-03-13,VN
58604,2017-05-15,ID
58609,2017-05-09,MY
58612,2017-01-20,ID
58613,2017-05-14,MY
58619,2017-03-17,TW
58624,2017-03-26,TW
58626,2017-03-14,SG
58631,2017-04-06,ID
58636,2017-01-30,TH
58637,2017-04-30,MY
58645,2017-05-16,TH
58651,2017-01-29,SG
58656,2017-04-24,MY
58665,2017-03-28,SG
58667,2017-02-17,MY
58673,2017-03-06,ID
58678,2017-05-23,VN
58682,2017-05-22,TW
58684,2017-04-29,MY
58690,2017-03-18,SG
58699,2017-04-12,TW
58708,2017-05-01,SG
58710,2017-03-24,MY
58716,2017-01-20,PH
58719,2017-04-19,ID
58720,2017-04-09,SG
58723,2017-04-19,SG
58728,2017-03-24,TW
58733,2017-05-02,SG
58740,2017-05-12,PH
58744,2017-04-02,TW
58745,2017-03-25,SG
58746,2017-01-12,ID
58752,2017-05-21,TW
58755,2017-04-27,TW
58761,2017-01-20,ID
58765,2017-03-22,MY
58767,2017-02-22,TH
58776,2017-03-10,TW
58784,2017-02-03,SG
58788,2017-01-15,TH
58795,2017-03-31,VN
58804,2017-02-04,SG
58809,2017-04-12,MY
58819,2017-03-25,SG
58825,2017-04-29,SG
58833,2017-01-02,TH
58842,2017-05-22,TW
58847,2017-04-15,TW
58848,2017-01-10,ID
58852,2017-04-19,VN
58854,2017-01-17,MY
58858,2017-03-02,SG
58868,2017-02-22,TH
58871,2017-02-02,ID
58874,2017-04-25,PH
58884,2017-03-17,TH
58889,2017-03-28,TH
58893,2017-03-04,TW
58900,2017-02-12,MY
58904,2017-03-25,TH
58907,2017-01-02,TH
58917,2017-02-03,SG
58926,2017-01-04,ID
58934,2017-04-21,VN
58939,2017-02-23,TH
58943,2017-03-30,VN
58945,2017-05-17,MY
58951,2017-01-24,TH
58960,2017-03-10,SG
58961,2017-01-03,PH
58967,2017-01-08,TH
58977,2017-03-27,MY
58987,2017-04-26,MY
58996,2017-01-08,SG
58999,2017-05-24,VN
59003,2017-05-10,ID
59008,2017-01-18,TW
59016,2017-05-23,PH
59022,2017-03-04,TW
59029,2017-03-24,TH
59031,2017-02-26,TH
59032,2017-02-02,PH
59038,2017-05-23,TH
59046,2017-02-20,MY
59049,2017-03-13,TH
59054,2017-05-23,ID
59057,2017-02-07,TH
59066,2017-04-28,MY
59072,2017-05-02,VN
59075,2017-05-06,PH
59082,2017-02-19,PH
59088,2017-01-08,VN
59094,2017-02-14,TW
59100,2017-01-10,ID
59105,2017-05-26,ID
59112,2017-02-16,PH
59114,2017-03-14,TH
59115,2017-01-13,SG
59119,2017-05-06,TH
59122,2017-05-24,VN
59123,2017-02-26,SG
59132,2017-05-13,VN
59140,2017-01-08,TW
59141,2017-02-11,PH
59148,2017-02-26,TW
59157,2017-02-01,TH
59163,2017-05-05,ID
59166,2017-04-20,TW
59167,2017-05-28,MY
59175,2017-02-16,VN
59179,2017-01-13,TH
59184,2017-04-20,TW
59191,2017-04-05,VN
59196,2017-05-30,TW
59200,2017-01-29,MY
59204,2017-04-09,PH
59211,2017-03-25,PH
59217,2017-01-23,TH
59223,2017-02-23,VN
59225,2017-02-14,MY
59228,2017-04-12,MY
59230,2017-04-06,TW
59233,2017-03-24,TH
59241,2017-04-01,PH
59251,2017-04-20,MY
59252,2017-02-05,ID
59253,2017-01-25,TH
59262,2017-05-16,VN
59269,2017-02-16,PH
59270,2017-04-24,PH
59280,2017-04-08,VN
59283,2017-01-12,MY
59286,2017-04-08,ID
59287,2017-03-03,SG
59293,2017-05-24,TH
59302,2017-05-15,MY
59311,2017-01-06,VN
59312,2017-02-28,PH
59314,2017-03-24,SG
59324,2017-05-22,TH
59326,2017-05-16,ID
59333,2017-01-29,MY
59338,2017-02-22,TH
59347,2017-02-28,VN
59357,2017-03-03,TH
59358,2017-03-06,PH
59363,2017-04-25,PH
59364,2017-04-11,TW
59374,2017-05-08,ID
59383,2017-03-18,TW
59387,2017-04-17,ID
59389,2017-05-17,PH
59392,2017-01-09,MY
59401,2017-01-22,VN
59407,2017-04-07,MY
59408,2017-02-22,TH
59413,2017-05-27,TW
59422,2017-04-30,MY
59430,2017-01-21,MY
59439,2017-05-19,TH
59442,2017-05-26,TW
59443,2017-05-20,TW
59451,2017-04-02,PH
59461,2017-01-02,MY
59470,2017-04-20,MY
59472,2017-05-28,MY
59478,2017-05-05,SG
59481,2017-01-26,PH
59491,2017-02-23,TW
59495,2017-05-04,TW
59502,2017-02-17,ID
59503,2017-04-30,MY
59508,2017-04-13,MY
59516,2017-02-09,ID
59517,2017-02-08,ID
59526,2017-02-10,PH
59531,2017-03-18,TH
59534,2017-01-09,PH
59541,2017-05-14,ID
59549,2017-03-27,TH
59557,2017-04-26,TW
59560,2017-05-07,TW
59565,2017-04-14,VN
59566,2017-02-14,PH
59575,2017-01-29,ID
59580,2017-03-19,TW
59582,2017-02-13,TW
59592,2017-01-06,MY
59594,2017-01-16,MY
59604,2017-03-10,VN
59613,2017-04-19,MY
59614,2017-04-14,ID
59621,2017-04-04,MY
59624,2017-02-21,TH
59634,2017-01-08,ID
59643,2017-02-07,TW
59647,2017-01-04,ID
59652,2017-05-27,PH
59662,2017-02-25,VN
59663,2017-03-13,TH
59672,2017-02-09,TH
59680,2017-04-16,ID
59683,2017-05-23,PH
59690,2017-02-28,VN
59699,2017-04-23,MY
59706,2017-05-01,PH
59716,2017-05-31,PH
59723,2017-01-03,TH
59731,2017-05-18,VN
59733,2017-04-25,PH
59736,2017-03-29,PH
59739,2017-05-22,SG
59747,2017-05-14,TH
59750,2017-02-25,TW
59757,2017-02-16,VN
59762,2017-05-30,TW
59767,2017-05-24,PH
59771,2017-02-21,SG
59781,2017-04-20,TW
59785,2017-01-10,PH
59792,2017-04-05,TW
59794,2017-04-10,PH
59803,2017-03-09,TH
59805,2017-04-11,SG
59807,2017-03-12,ID
59816,2017-02-10,SG
59823,2017-03-23,PH
59831,2017-05-07,SG
59836,2017-01-11,PH
59839,2017-01-11,VN
59841,2017-03-24,TW
59843,2017-02-28,TH
59844,2017-02-05,PH
59850,2017-05-22,SG
59854,2017-03-09,PH
59861,2017-02-24,VN
59864,2017-03-15,ID
59873,2017-01-08,TH
59875,2017-01-05,ID
59879,2017-01-16,TW
59883,2017-05-21,TH
59891,2017-04-09,ID
59893,2017-05-30,TH
59899,2017-01-14,PH
59909,2017-03-12,SG
59915,2017-05-07,MY
59918,2017-05-19,PH
59919,2017-01-27,VN
59929,2017-03-28,TH
59936,2017-05-12,TH
59941,2017-01-01,TH
59946,2017-03-13,VN
59947,2017-05-23,MY
59956,2017-04-12,TH
59959,2017-04-16,MY
59967,2017-03-08,TH
59972,2017-04-20,TH
59976,2017-01-18,TH
59985,2017-01-03,MY
59993,2017-03-22,ID
60001,2017-02-27,PH
60008,2017-01-09,PH
60018,2017-01-27,ID
60024,2017-03-21,TW
60027,2017-01-26,SG
60034,2017-02-14,PH
60044,2017-01-11,PH
60051,2017-03-29,PH
60055,2017-02-12,SG
60059,2017-04-22,TH
60062,2017-05-17,VN
60069,2017-04-25,TH
60073,2017-03-18,MY
60080,2017-03-06,VN
60086,2017-02-13,MY
60091,2017-05-10,PH
60096,2017-05-30,PH
60099,2017-04-02,TW
60106,2017-05-22,SG
60110,2017-04-01,SG
60116,2017-01-06,ID
60122,2017-05-15,VN
60127,2017-01-10,TW
60136,2017-01-30,VN
60145,2017-05-26,MY
60148,2017-01-24,PH
60152,2017-04-03,VN
60159,2017-03-29,MY
60168,2017-03-31,TW
60175,2017-04-08,TH
60182,2017-02-18,ID
60186,2017-03-26,PH
60195,2017-03-18,VN
60199,2017-02-19,MY
60204,2017-04-20,VN
60213,2017-02-16,MY
60222,2017-05-19,ID
60228,2017-05-16,TH
60237,2017-04-24,SG
60239,2017-01-31,ID
60248,2017-03-13,MY
60249,2017-06-01,ID
60253,2017-01-07,VN
60258,2017-05-17,MY
60267,2017-04-18,SG
60275,2017-03-22,TW
60284,2017-01-12,TW
60291,2017-04-30,PH
60292,2017-05-06,SG
60302,2017-03-30,TH
60306,2017-03-30,PH
60310,2017-01-16,VN
60317,2017-01-24,MY
60320,2017-04-26,VN
60322,2017-02-22,VN
60324,2017-05-25,SG
60326,2017-02-11,SG
60333,2017-04-11,TW
60343,2017-05-25,PH
60352,2017-04-08,SG
60355,2017-04-12,TH
60360,2017-01-10,SG
60363,2017-03-15,TH
60369,2017-05-30,VN
60377,2017-03-21,PH
60384,2017-02-08,PH
60388,2017-02-28,SG
60398,2017-05-18,ID
60404,2017-03-31,SG
60410,2017-04-11,PH
60415,2017-02-09,VN
60416,2017-05-03,ID
60426,2017-04-14,VN
60434,2017-04-27,SG
60441,2017-03-10,MY
60443,2017-03-12,ID
60450,2017-01-02,TW
60460,2017-04-02,MY
60468,2017-02-08,SG
60469,2017-01-26,TW
60479,2017-04-30,TH
60486,2017-01-07,SG
60489,2017-01-24,SG
60492,2017-03-28,MY
60496,2017-03-04,TW
60500,2017-03-01,SG
60503,2017-03-15,ID
60507,2017-03-27,VN
60510,2017-04-05,PH
60519,2017-02-03,MY
60526,2017-05-09,MY
60533,2017-01-19,VN
60539,2017-04-06,MY
60541,2017-03-23,ID
60551,2017-03-20,TW
60557,2017-04-14,VN
60563,2017-01-30,PH
60573,2017-04-17,SG
60580,2017-01-14,MY
60585,2017-02-06,TH
60587,2017-04-21,SG
60591,2017-03-10,ID
60600,2017-05-09,TH
60607,2017-05-17,SG
60610,2017-05-30,TW
60618,2017-01-04,ID
60623,2017-02-04,SG
60628,2017-03-08,PH
60629,2017-03-23,MY
60639,2017-05-28,MY
60641,2017-05-01,VN
60645,2017-04-10,TH
60647,2017-03-30,PH
60656,2017-01-19,VN
60664,2017-01-17,PH
60667,2017-03-01,ID
60673,2017-03-07,SG
60676,2017-03-29,SG
60683,2017-04-19,TW
60690,2017-05-22,TW
60694,2017-05-13,MY
60697,2017-03-29,VN
60707,2017-05-30,ID
60717,2017-04-29,VN
60722,2017-04-26,ID
60725,2017-03-21,TH
60731,2017-04-28,TW
60741,2017-04-21,VN
60744,2017-04-11,TH
60748,2017-03-05,MY
60757,2017-05-14,MY
60759,2017-02-02,VN
60763,2017-04-29,VN
60770,2017-02-25,TW
60771,2017-03-23,VN
60772,2017-02-13,MY
60780,2017-04-20,SG
60787,2017-05-14,TH
60790,2017-05-01,ID
60795,2017-02-17,ID
60805,2017-04-21,PH
60811,2017-02-22,ID
60819,2017-03-26,VN
60825,2017-05-16,SG
60827,2017-05-25,TH
60834,2017-01-25,SG
60841,2017-05-07,VN
60844,2017-03-14,TW
60854,2017-05-03,MY
60859,2017-05-26,VN
60863,2017-04-17,SG
60866,2017-03-27,TW
60871,2017-05-24,PH
60874,2017-03-09,MY
60882,2017-03-29,ID
60891,2017-02-15,MY
60896,2017-04-20,ID
60905,2017-03-04,VN
60913,2017-02-06,SG
60921,2017-05-10,MY
60928,2017-01-16,VN
60933,2017-02-07,VN
60940,2017-04-23,ID
60942,2017-03-01,MY
60950,2017-05-23,VN
60959,2017-04-04,SG
60965,2017-02-14,TH
60974,2017-03-09,PH
60982,2017-02-11,SG
60988,2017-03-18,SG
60996,2017-01-06,VN
61001,2017-03-23,MY
61010,2017-02-12,VN
61014,2017-02-23,TH
61017,2017-04-05,TH
61023,2017-04-08,VN
61032,2017-04-22,PH
61042,2017-04-26,VN
61043,2017-05-15,VN
61044,2017-04-21,MY
61047,2017-01-07,VN
61053,2017-01-07,TW
61059,2017-05-06,TH
61060,2017-03-13,TW
61062,2017-05-02,PH
61071,2017-04-01,VN
61074,2017-02-25,MY
61078,2017-05-09,TW
61084,2017-01-01,MY
61091,2017-01-16,TW
61092,2017-04-26,VN
61095,2017-01-19,VN
61099,2017-04-08,ID
61103,2017-02-25,VN
61113,2017-05-30,ID
61117,2017-05-09,TW
61120,2017-05-30,PH
61124,2017-01-01,MY
61129,2017-05-20,SG
61135,2017-01-20,TH
61143,2017-01-27,VN
61151,2017-02-24,ID
61153,2017-05-21,TH
61156,2017-05-13,VN
61161,2017-01-20,TW
61167,2017-01-02,TH
61169,2017-06-01,TH
61170,2017-05-31,VN
61180,2017-04-24,MY
61181,2017-02-15,TW
61185,2017-01-20,VN
61192,2017-03-01,TH
61201,2017-02-24,TW
61211,2017-05-18,MY
61219,2017-05-26,TW
61226,2017-03-16,VN
61231,2017-03-04,VN
61238,2017-05-08,PH
61246,2017-02-16,PH
61252,2017-01-30,SG
61256,2017-05-17,TH
61264,2017-03-13,PH
61274,2017-01-18,ID
61279,2017-03-22,TH
61288,2017-01-14,TH
61297,2017-05-08,SG
61303,2017-05-15,TH
61305,2017-01-09,MY
61309,2017-05-28,PH
61316,2017-04-30,PH
61326,2017-01-27,TH
61332,2017-04-03,ID
61341,2017-02-11,MY
61344,2017-04-05,PH
61352,2017-05-01,ID
61360,2017-03-31,VN
61363,2017-02-22,MY
61364,2017-02-10,PH
61373,2017-05-29,MY
61382,2017-03-31,TW
61391,2017-05-26,VN
61398,2017-02-11,VN
61403,2017-05-20,SG
61409,2017-05-26,TW
61414,2017-01-26,VN
61417,2017-05-09,ID
61425,2017-05-28,PH
61435,2017-03-03,TH
61440,2017-04-11,TW
61441,2017-02-22,PH
61451,2017-05-08,SG
61461,2017-04-12,MY
61466,2017-04-13,TH
61475,2017-01-23,SG
61484,2017-04-15,SG
61485,2017-01-06,TH
61491,2017-05-04,TW
61496,2017-05-06,PH
61504,2017-03-07,MY
61511,2017-05-16,TW
61515,2017-01-22,PH
61521,2017-04-08,TH
61522,2017-05-09,VN
61530,2017-02-03,MY
61531,2017-05-27,TH
61537,2017-05-17,PH
61542,2017-05-09,VN
61543,2017-05-19,SG
61544,2017-05-02,TH
61552,2017-02-06,TW
61560,2017-05-21,TW
61567,2017-01-03,VN
61575,2017-01-17,SG
61578,2017-01-09,TW
61584,2017-03-11,VN
61591,2017-04-28,MY
61597,2017-04-18,ID
61599,2017-05-11,ID
61605,2017-01-27,SG
61606,2017-05-28,TW
61616,2017-01-02,ID
61618,2017-04-19,TH
61621,2017-05-26,MY
61622,2017-01-17,MY
61628,2017-02-15,MY
61631,2017-04-29,TW
61635,2017-01-31,TH
61637,2017-05-30,PH
61647,2017-02-16,SG
61654,2017-02-27,ID
61664,2017-03-28,ID
61669,2017-02-19,TW
61677,2017-04-26,MY
61678,2017-06-01,VN
61679,2017-01-14,MY
61689,2017-05-23,ID
61692,2017-05-11,VN
61694,2017-05-16,VN
61699,2017-05-23,SG
61702,2017-02-09,VN
61705,2017-05-08,MY
61710,2017-03-29,SG
61720,2017-04-21,TW
61726,2017-02-20,TW
61728,2017-04-19,PH
61732,2017-01-14,SG
61735,2017-03-17,VN
61738,2017-03-18,TW
61744,2017-04-05,ID
61745,2017-03-04,VN
61746,2017-05-18,VN
61756,2017-04-26,MY
61757,2017-01-29,TW
61759,2017-01-31,MY
61766,2017-02-25,TH
61774,2017-03-29,VN
61780,2017-01-31,MY
61784,2017-06-01,TH
61790,2017-03-26,SG
61795,2017-04-05,ID
61797,2017-01-04,VN
61800,2017-05-30,TW
61809,2017-03-03,TH
61810,2017-03-24,TW
61812,2017-02-27,ID
61820,2017-02-25,SG
61828,2017-04-24,ID
61831,2017-03-13,ID
61836,2017-01-18,VN
61839,2017-02-14,ID
61846,2017-03-11,ID
61851,2017-02-10,MY
61860,2017-02-21,VN
61870,2017-02-10,SG
61871,2017-01-23,PH
61874,2017-05-21,VN
61882,2017-03-01,MY
61888,2017-05-23,MY
61898,2017-01-03,MY
61905,2017-02-06,ID
61909,2017-05-28,SG
61916,2017-01-18,ID
61917,2017-05-30,MY
61923,2017-05-06,PH
61929,2017-04-26,PH
61936,2017-05-25,PH
61943,2017-03-19,TW
61949,2017-04-09,TH
61951,2017-03-31,TW
61952,2017-02-20,SG
61959,2017-02-10,ID
61969,2017-01-25,PH
61970,2017-05-15,PH
61980,2017-04-16,ID
61981,2017-01-12,TW
61985,2017-02-18,TW
61993,2017-05-13,TW
61996,2017-03-04,VN
61998,2017-01-26,PH
62001,2017-02-18,VN
62005,2017-02-22,MY
62006,2017-04-16,MY
62011,2017-04-14,TH
62020,2017-03-24,ID
62022,2017-03-26,TH
62028,2017-03-13,ID
62029,2017-02-05,MY
62032,2017-03-21,SG
62035,2017-02-11,VN
62036,2017-05-05,PH
62046,2017-05-12,MY
62052,2017-04-04,PH
62056,2017-05-19,PH
62061,2017-03-11,MY
62070,2017-02-15,ID
62074,2017-03-11,TW
62078,2017-01-29,PH
62086,2017-05-16,TW
62096,2017-03-25,ID
62102,2017-05-30,MY
62107,2017-04-28,TH
62112,2017-02-15,TW
62119,2017-01-04,SG
62124,2017-01-04,ID
62131,2017-01-06,PH
62137,2017-04-27,TW
62142,2017-06-01,SG
62151,2017-03-03,SG
62160,2017-01-08,VN
62163,2017-05-20,TH
62166,2017-03-14,ID
62170,2017-01-30,ID
62173,2017-04-29,ID
62180,2017-04-21,SG
62184,2017-04-09,SG
62193,2017-04-08,ID
62196,2017-04-29,TW
62205,2017-04-13,TW
62209,2017-01-27,SG
62218,2017-02-21,TW
62225,2017-03-10,TW
62229,2017-03-04,SG
62236,2017-05-08,VN
62238,2017-03-07,SG
62246,2017-03-09,TW
62252,2017-02-10,PH
62257,2017-01-13,TW
62266,2017-03-07,PH
62271,2017-03-28,PH
62272,2017-05-21,TH
62276,2017-04-16,ID
62281,2017-04-10,ID
62288,2017-01-02,TH
62291,2017-01-12,PH
62298,2017-02-07,VN
62299,2017-04-10,VN
62309,2017-04-30,VN
62318,2017-05-31,MY
62322,2017-01-07,TW
62330,2017-02-01,SG
62339,2017-04-06,VN
62345,2017-01-10,ID
62352,2017-05-11,PH
62359,2017-02-11,TH
62363,2017-04-19,MY
62372,2017-03-20,MY
62376,2017-03-08,PH
62382,2017-04-15,SG
62386,2017-01-24,ID
62389,2017-05-29,SG
62398,2017-03-27,VN
62406,2017-06-01,TH
62413,2017-02-12,VN
62423,2017-02-09,PH
62425,2017-01-02,SG
62435,2017-01-02,ID
62436,2017-04-10,TH
62439,2017-05-03,TW
62443,2017-05-24,VN
62451,2017-03-26,SG
62455,2017-05-22,TW
62465,2017-06-01,PH
62466,2017-02-04,TH
62468,2017-03-17,TW
62478,2017-05-05,ID
62482,2017-04-16,TW
62483,2017-03-09,TW
62484,2017-04-01,TW
62492,2017-05-12,MY
62499,2017-03-07,PH
62506,2017-05-16,PH
62508,2017-03-10,TH
62509,2017-05-12,SG
62518,2017-01-20,PH
62523,2017-03-13,PH
62525,2017-04-21,TH
62530,2017-01-12,ID
62538,2017-05-12,PH
62539,2017-03-01,VN
62545,2017-02-01,PH
62551,2017-04-26,SG
62555,2017-04-17,SG
62562,2017-05-11,TH
62572,2017-01-28,TW
62579,2017-05-24,VN
62580,2017-02-07,PH
62589,2017-05-23,PH
62599,2017-01-25,TW
62606,2017-01-19,ID
62616,2017-01-25,SG
62621,2017-02-08,ID
62622,2017-04-17,SG
62624,2017-05-27,MY
62626,2017-01-20,ID
62629,2017-03-18,SG
62638,2017-01-21,MY
62644,2017-05-21,MY
62651,2017-03-29,TW
62656,2017-03-05,MY
62666,2017-03-10,TW
62676,2017-05-31,MY
62685,2017-01-13,MY
62695,2017-04-24,VN
62698,2017-05-31,TH
62708,2017-05-13,SG
62711,2017-03-19,PH
62720,2017-03-22,PH
62728,2017-05-18,VN
62730,2017-03-11,TH
62737,2017-05-27,TH
62742,2017-04-09,TW
62750,2017-05-14,PH
62758,2017-03-12,SG
62764,2017-03-21,TW
62768,2017-01-18,TW
62778,2017-04-19,ID
62781,2017-05-04,VN
62791,2017-02-03,VN
62792,2017-05-09,SG
62794,2017-01-12,TH
62795,2017-01-14,MY
62804,2017-01-15,SG
62812,2017-02-27,VN
62817,2017-05-22,ID
62827,2017-01-02,TH
62837,2017-05-21,ID
62846,2017-02-06,PH
62852,2017-03-10,VN
62862,2017-02-01,TW
62869,2017-02-23,TH
62879,2017-02-08,TH
62883,2017-02-27,TW
62890,2017-05-08,PH
62893,2017-02-12,VN
62896,2017-02-07,SG
62900,2017-03-27,TH
62906,2017-04-21,MY
62912,2017-03-31,SG
62916,2017-03-04,MY
62917,2017-01-08,TH
62922,2017-02-05,TH
62924,2017-02-04,PH
62927,2017-01-03,VN
62930,2017-03-06,TH
62931,2017-05-20,SG
62938,2017-06-01,SG
62948,2017-05-05,ID
62955,2017-04-30,MY
62957,2017-05-17,PH
62960,2017-01-03,PH
62968,2017-05-08,TW
62977,2017-04-05,PH
62987,2017-04-02,TH
62993,2017-03-02,ID
62996,2017-04-29,TH
63002,2017-04-12,SG
63003,2017-02-03,TH
63009,2017-03-26,VN
63012,2017-04-08,MY
63022,2017-05-01,SG
63024,2017-02-18,TW
63025,2017-03-21,SG
63033,2017-01-12,SG
63043,2017-03-07,VN
63046,2017-03-31,TH
63053,2017-03-07,TH
63059,2017-05-19,TW
63062,2017-03-08,MY
63064,2017-02-19,ID
63074,2017-03-07,TW
63075,2017-02-16,SG
63077,2017-02-04,PH
63087,2017-02-03,MY
63095,2017-02-25,PH
63097,2017-04-23,VN
63103,2017-04-12,MY
63105,2017-01-23,MY
63113,2017-05-20,VN
63122,2017-02-28,TW
