orderid,userid,itemid,gmv,order_time
1179689,67178,3574881,70,2017-01-22
1179696,21810,9190159,70,2017-02-07
1179703,16854,3749099,25,2017-01-28
1179707,65143,7991209,41,2017-01-30
1179708,60228,6239391,50,2017-02-05
1179712,34235,1452345,42,2017-04-25
1179721,52048,6716749,46,2017-02-17
1179722,38271,7297542,6,2017-05-08
1179732,36149,9289666,36,2017-03-21
1179733,65553,7431017,82,2017-03-27
1179735,37503,3587951,25,2017-01-20
1179739,29558,1698793,96,2017-01-19
1179743,63697,2609336,97,2017-04-07
1179748,51800,8382501,72,2017-03-04
1179752,41441,6590305,24,2017-01-10
1179757,14664,1773775,50,2017-05-25
1179760,13692,9341820,25,2017-02-03
1179769,63533,5894030,15,2017-03-02
1179770,44652,1777898,49,2017-03-27
1179776,58324,9132825,2,2017-01-17
1179779,68843,8601720,77,2017-02-03
1179786,13094,2706352,97,2017-01-24
1179794,20424,5545569,21,2017-01-23
1179802,47375,1457845,36,2017-03-30
1179809,22735,8851130,99,2017-01-11
1179816,14468,2784436,20,2017-03-07
1179820,44808,2901681,26,2017-01-22
1179822,22360,1666665,30,2017-03-11
1179829,69328,5747264,99,2017-02-15
1179833,17324,4108633,2,2017-02-24
1179843,20638,7969464,29,2017-04-03
1179851,50072,4232380,19,2017-03-23
1179852,41612,6963905,96,2017-05-01
1179862,17703,8168584,41,2017-03-04
1179869,51452,4080791,10,2017-04-15
1179871,23218,7921729,50,2017-01-25
1179878,34285,8558340,94,2017-04-23
1179879,66842,8450228,15,2017-03-12
1179881,25885,7322905,49,2017-05-03
1179891,43886,2840234,15,2017-01-07
1179896,37082,3662997,54,2017-02-08
1179898,20802,1541224,8,2017-05-18
1179903,13355,5509805,28,2017-02-24
1179910,32281,2663590,26,2017-05-19
1179915,64461,5153715,81,2017-04-05
1179920,66761,4687450,32,2017-01-05
1179925,34690,5485390,83,2017-03-05
1179930,63791,2993271,76,2017-04-14
1179934,48201,8517982,44,2017-03-19
1179940,13173,4089569,34,2017-03-24
1179946,57370,8565328,36,2017-05-24
1179950,19846,8485674,83,2017-05-18
1179954,24760,5460617,49,2017-04-19
1179955,24378,2633108,31,2017-04-25
1179965,15198,5638270,71,2017-02-24
1179970,20504,5763221,5,2017-02-12
1179974,22807,8995542,29,2017-02-07
1179977,20582,7919601,80,2017-03-24
1179978,24648,7288964,25,2017-04-26
1179987,45515,8038027,33,2017-05-28
1179995,40182,4298897,47,2017-02-13
1179997,44907,1585517,69,2017-05-16
1180000,43384,6474933,30,2017-03-26
1180008,20840,5497690,23,2017-04-05
1180010,52087,3783335,25,2017-05-22
1180016,69744,1825718,10,2017-05-03
1180018,61120,8110578,40,2017-02-05
1180020,25053,4528149,36,2017-01-10
1180022,11951,4759522,63,2017-03-24
1180031,54669,5487153,45,2017-04-10
1180040,59364,8979790,86,2017-02-26
1180050,12790,1842080,30,2017-01-12
1180052,23308,7359760,75,2017-05-10
1180062,33036,4873883,12,2017-01-09
1180066,17747,7040950,26,2017-02-27
1180071,30833,7870655,73,2017-04-06
1180076,43969,8519892,4,2017-03-05
1180080,65947,2536873,8,2017-03-06
1180085,44496,7176407,99,2017-04-13
1180091,40262,3294030,44,2017-01-26
1180100,27964,8476607,1,2017-03-01
1180108,66346,3601477,56,2017-05-21
1180115,57584,6855725,9,2017-04-02
1180122,62170,6632720,32,2017-03-08
1180125,65060,6664759,98,2017-01-13
1180131,23147,8418276,30,2017-03-10
1180140,60891,2671888,64,2017-02-27
1180148,39071,7598291,34,2017-01-29
1180153,24005,9333712,67,2017-03-11
1180160,57111,7395640,50,2017-05-12
1180161,34872,3969764,23,2017-04-01
1180167,60377,8742488,50,2017-03-27
1180177,17706,4146718,24,2017-01-18
1180179,29933,3208339,12,2017-05-20
1180180,36978,8913403,98,2017-05-13
1180184,64555,4984169,71,2017-05-19
1180187,22507,8480568,44,2017-04-01
1180197,58465,3871645,8,2017-03-28
1180203,29464,5025203,96,2017-05-07
1180212,26727,8408305,38,2017-01-16
1180217,42007,5068894,48,2017-01-30
1180225,22530,7081682,84,2017-03-16
1180228,12704,5466011,84,2017-05-30
1180237,52632,4547219,72,2017-04-08
1180247,39517,6890485,94,2017-04-02
1180257,52595,2334616,95,2017-04-07
1180266,29116,3620231,66,2017-02-09
1180271,23402,3909186,18,2017-01-15
1180273,48824,7069310,39,2017-04-25
1180274,57220,1638444,28,2017-01-31
1180280,18743,4801179,87,2017-05-07
1180289,39695,5327649,63,2017-05-29
1180294,12059,7306416,99,2017-06-01
1180297,13828,2075479,58,2017-01-01
1180302,66691,7510540,15,2017-04-13
1180312,60664,9071016,64,2017-02-24
1180313,61264,1657567,61,2017-04-28
1180320,37814,7318176,42,2017-04-19
1180326,40454,3481046,45,2017-05-07
1180333,58609,7424759,71,2017-02-07
1180336,38237,7097114,39,2017-05-12
1180343,66283,8935564,99,2017-03-05
1180353,65793,4958265,44,2017-02-24
1180357,46352,5300201,16,2017-03-10
1180360,55848,4992889,96,2017-04-21
1180368,39155,6066725,99,2017-02-11
1180369,64415,6522590,40,2017-04-11
1180376,28734,4061836,53,2017-05-19
1180381,39649,2298290,28,2017-04-12
1180384,24891,7721661,73,2017-05-31
1180386,16597,8009198,73,2017-03-12
1180387,22302,8571042,2,2017-04-12
1180389,47917,6705550,12,2017-05-12
1180397,31158,1881864,64,2017-01-07
1180398,63332,7770047,56,2017-04-09
1180399,69023,4173293,44,2017-03-29
1180405,56266,6659725,73,2017-04-11
1180407,41768,7943124,39,2017-01-26
1180409,33601,3704875,39,2017-01-22
1180416,58847,8193108,65,2017-02-02
1180421,11746,3123736,78,2017-05-23
1180431,67679,7656709,36,2017-01-12
1180435,25239,4620933,22,2017-01-31
1180442,19798,5979967,79,2017-02-16
1180446,10971,4873525,30,2017-02-21
1180450,36625,2787573,27,2017-01-04
1180455,64518,3693799,20,2017-01-31
1180457,43735,4559366,81,2017-02-12
1180466,66712,5738093,100,2017-05-11
1180475,59672,7408854,76,2017-04-11
1180484,36034,7666997,75,2017-05-07
1180486,17161,5487357,93,2017-04-16
1180490,50735,1359977,7,2017-03-06
1180492,17463,8612510,63,2017-01-27
1180498,42823,3333726,60,2017-03-21
1180504,51682,1422886,12,2017-04-15
1180506,30094,6575598,98,2017-01-31
1180509,52495,2579898,61,2017-04-01
1180513,54656,4210536,50,2017-01-22
1180517,40182,9020587,49,2017-01-05
1180524,69729,7407214,10,2017-01-07
1180527,52874,8602330,10,2017-03-10
1180530,22784,7815990,5,2017-04-19
1180536,15505,8246971,86,2017-05-10
1180541,12391,7134475,39,2017-02-19
1180550,16210,9267494,92,2017-04-09
1180559,21909,8222247,38,2017-01-19
1180568,35668,3038693,69,2017-02-05
1180577,32388,8031610,13,2017-05-18
1180584,64445,4355340,35,2017-05-29
1180592,11662,7618707,19,2017-01-29
1180601,65576,9073369,55,2017-02-05
1180602,20646,1597142,45,2017-05-30
1180603,15017,6763179,27,2017-02-10
1180609,47365,2812627,56,2017-01-04
1180615,45595,7149405,77,2017-05-09
1180617,69066,8678789,75,2017-01-05
1180621,46982,6024476,94,2017-05-09
1180624,51192,1843882,81,2017-01-21
1180632,56372,4886130,9,2017-01-29
1180638,13922,5111807,66,2017-02-07
1180640,50052,1964197,29,2017-03-05
1180649,60844,5332748,18,2017-02-22
1180657,23167,7358539,10,2017-04-15
1180658,62730,5963301,5,2017-05-15
1180667,44361,7698265,47,2017-01-11
1180669,15470,2681434,63,2017-02-18
1180677,41616,5432629,15,2017-05-22
1180679,23461,6427391,48,2017-01-03
1180687,24576,2029328,15,2017-03-23
1180695,70271,5103268,93,2017-02-05
1180703,47526,2010228,20,2017-05-20
1180708,41023,9201630,11,2017-04-15
1180712,69171,2693731,54,2017-05-10
1180716,26377,2918342,77,2017-01-24
1180725,40207,2445255,18,2017-05-04
1180727,65159,5362775,22,2017-04-24
1180735,39083,5424235,15,2017-05-15
1180744,53989,3705552,86,2017-05-18
1180751,64194,7580469,20,2017-04-04
1180756,60780,2549885,79,2017-05-27
1180762,59105,4839237,91,2017-04-29
1180770,29936,7938143,35,2017-03-05
1180772,45968,2249230,36,2017-04-14
1180780,38264,3247499,21,2017-04-07
1180786,41995,1712080,91,2017-02-11
1180794,20609,3616522,46,2017-03-09
1180796,17378,1958801,78,2017-04-22
1180806,19616,8978764,55,2017-03-16
1180815,36461,8776145,71,2017-05-14
1180817,63718,5743743,29,2017-01-19
1180818,26760,7132372,42,2017-05-07
1180828,21698,7579514,73,2017-06-01
1180830,67117,5917688,81,2017-05-17
1180835,26022,6346690,28,2017-05-18
1180839,32757,5201921,1,2017-01-03
1180848,34668,2165570,41,2017-02-13
1180849,18159,3289362,97,2017-02-04
1180857,28048,3743741,15,2017-05-23
1180865,33224,7209655,48,2017-03-12
1180871,59311,8680535,27,2017-03-21
1180878,22263,9124290,87,2017-03-30
1180882,24854,1736064,25,2017-01-08
1180885,70063,2532952,84,2017-02-19
1180891,51192,1466454,22,2017-04-12
1180900,25614,4658870,8,2017-05-29
1180905,29950,4649741,93,2017-02-16
1180913,32660,1596549,40,2017-05-18
1180921,61485,1363297,72,2017-05-27
1180925,54291,4299312,89,2017-04-14
1180931,36708,2273231,55,2017-05-31
1180938,22270,8380561,38,2017-03-20
1180939,37459,7001133,16,2017-03-21
1180945,18647,3037948,26,2017-01-30
1180947,21331,5054393,77,2017-01-05
1180953,46289,5091420,81,2017-05-17
1180957,68308,5484181,42,2017-05-31
1180964,51208,2392899,92,2017-04-01
1180967,15172,1593234,95,2017-02-16
1180972,26385,5187354,37,2017-03-24
1180978,43024,5666331,93,2017-01-13
1180981,17571,9210496,19,2017-05-10
1180990,13747,7868481,50,2017-01-01
1180991,41848,4268941,88,2017-03-15
1180996,46953,8338884,41,2017-02-18
1180998,20196,5984603,24,2017-05-18
1181003,43710,2226177,76,2017-02-07
1181004,34225,7626435,70,2017-05-17
1181008,62900,9076744,98,2017-02-12
1181011,17663,3982393,62,2017-04-26
1181017,50901,2488189,32,2017-05-06
1181023,39895,1541494,82,2017-05-10
1181029,43439,4726486,77,2017-05-15
1181033,34434,7655997,19,2017-05-17
1181038,16153,7057010,12,2017-03-15
1181040,11910,8707787,85,2017-03-30
1181046,27979,3355043,15,2017-03-05
1181056,13862,6911005,15,2017-05-19
1181066,67711,2824049,90,2017-04-29
1181072,63674,4999584,63,2017-04-11
1181074,57028,8426925,68,2017-05-04
1181075,52117,1856668,73,2017-01-30
1181083,24514,4061774,14,2017-01-10
1181092,40294,3186358,4,2017-04-25
1181095,18050,4181967,51,2017-06-01
1181101,12533,1413187,30,2017-05-16
1181102,49480,3042373,65,2017-05-07
1181108,21621,3975492,34,2017-04-13
1181111,69053,4248119,10,2017-03-27
1181120,29079,1564474,8,2017-05-11
1181126,28875,8223596,12,2017-03-07
1181134,13601,1547210,37,2017-01-21
1181135,38790,4651640,88,2017-05-24
1181141,29732,8175971,41,2017-01-20
1181149,39807,3546601,7,2017-03-17
1181152,14879,7558621,9,2017-04-12
1181162,36142,1957137,83,2017-02-06
1181163,69581,6234147,83,2017-04-19
1181172,53586,2877943,47,2017-03-05
1181175,57353,3124934,41,2017-02-27
1181181,47688,1821880,9,2017-05-15
1181189,43710,8284084,84,2017-04-12
1181194,57716,7986813,31,2017-01-02
1181196,57124,4491821,93,2017-05-16
1181203,62922,8459580,72,2017-03-30
1181212,15467,8549804,91,2017-02-01
1181221,46114,2731428,83,2017-02-03
1181228,26927,1580892,99,2017-04-20
1181233,54742,7752830,29,2017-03-28
1181237,65892,3930573,47,2017-03-17
1181241,38354,7641934,100,2017-01-23
1181248,22892,1829660,78,2017-03-20
1181258,40643,2296283,80,2017-05-08
1181259,57028,9239165,45,2017-02-14
1181262,29763,7726230,52,2017-03-10
1181269,23099,2856608,53,2017-05-08
1181278,19100,8066890,98,2017-05-30
1181283,42658,3425542,81,2017-03-25
1181292,33083,6029899,74,2017-01-26
1181294,47011,1628483,50,2017-05-01
1181299,65913,8239091,55,2017-04-09
1181306,24902,3420577,11,2017-05-12
1181312,19806,3598333,93,2017-01-10
1181320,49702,4201362,2,2017-03-14
1181321,16342,4774931,38,2017-02-09
1181324,41141,5366870,42,2017-01-11
1181334,11293,3029834,73,2017-02-06
1181341,48283,3945058,77,2017-02-24
1181348,41708,5367487,75,2017-06-01
1181358,41726,4403709,2,2017-02-08
1181364,48804,1356882,17,2017-01-22
1181369,58031,2465000,42,2017-03-12
1181376,20120,6871683,30,2017-04-17
1181383,65615,7093706,13,2017-05-20
1181392,27612,1626196,55,2017-02-25
1181396,28604,5524426,7,2017-03-03
1181403,49727,4631187,33,2017-04-28
1181411,13956,4173759,29,2017-01-10
1181414,35042,4451275,35,2017-05-29
1181419,21039,2389030,27,2017-03-13
1181420,58148,5833629,45,2017-04-11
1181430,21148,4998567,47,2017-05-31
1181435,50910,2492419,1,2017-01-14
1181444,50031,1647284,43,2017-02-02
1181445,13429,4380812,35,2017-01-18
1181455,38277,9306772,43,2017-01-06
1181462,42287,2749094,47,2017-05-19
1181463,68122,3324855,31,2017-01-17
1181467,26649,1999095,62,2017-05-07
1181469,37091,3077360,49,2017-01-15
1181476,23512,6355681,55,2017-03-09
1181479,26913,3177677,30,2017-01-13
1181484,55229,8285499,87,2017-04-04
1181494,16032,2001912,76,2017-04-18
1181501,33971,1585630,86,2017-01-06
1181506,37486,4748468,85,2017-01-24
1181507,22646,7333485,18,2017-02-19
1181514,69156,7709660,34,2017-04-26
1181519,36688,3484838,92,2017-05-12
1181520,31646,7054236,49,2017-04-08
1181529,15380,5943652,68,2017-05-09
1181538,59211,7062908,54,2017-04-05
1181545,63924,1653541,96,2017-05-29
1181555,52761,6051059,71,2017-02-26
1181564,43844,2052451,10,2017-01-01
1181574,31907,3850717,26,2017-01-08
1181582,69746,1516066,79,2017-01-14
1181592,47872,7262091,73,2017-02-13
1181602,36739,3498059,52,2017-04-27
1181607,48765,4414684,32,2017-01-04
1181614,56687,7931694,3,2017-02-03
1181618,39793,8301899,58,2017-02-02
1181622,23530,3248945,39,2017-01-10
1181624,38894,6751732,79,2017-02-14
1181634,44092,3909600,38,2017-03-17
1181642,58108,3419100,78,2017-01-21
1181644,26334,1345986,22,2017-04-27
1181648,50794,5600480,25,2017-05-23
1181658,12136,4634134,55,2017-01-05
1181662,38690,2596808,85,2017-03-21
1181672,24557,6355148,77,2017-05-06
1181681,25856,4599512,46,2017-04-30
1181682,64995,4181823,82,2017-02-27
1181688,22096,1915851,59,2017-03-01
1181695,59311,1834604,91,2017-02-09
1181702,38200,5602397,19,2017-02-11
1181711,67117,8727225,98,2017-04-05
1181720,42213,4936588,96,2017-02-01
1181728,39973,6810284,19,2017-04-09
1181736,59699,2905602,47,2017-03-06
1181745,25255,2489769,60,2017-02-19
1181749,63309,5014504,91,2017-04-02
1181753,23827,5670162,44,2017-04-09
1181761,66890,9194286,43,2017-04-02
1181770,56123,2178482,1,2017-02-18
1181778,29658,5753991,62,2017-03-18
1181779,68771,1637503,69,2017-01-12
1181783,51726,7737069,74,2017-05-04
1181789,34044,4940757,91,2017-02-03
1181798,64397,6252250,13,2017-06-01
1181804,51612,3999469,39,2017-05-05
1181813,16410,5447531,56,2017-05-09
1181818,69202,5517895,88,2017-01-23
1181821,45947,8367678,69,2017-02-23
1181831,67502,4505721,27,2017-02-07
1181836,36617,6428010,32,2017-02-01
1181838,45141,3744045,51,2017-05-10
1181843,18907,5572910,15,2017-02-09
1181847,23199,7584571,77,2017-01-03
1181849,43826,5036317,84,2017-03-31
1181858,66232,4379904,11,2017-05-15
1181865,24036,7760407,14,2017-05-17
1181873,23246,8036549,53,2017-02-27
1181877,59347,8639855,46,2017-03-13
1181886,56275,2221148,49,2017-02-10
1181893,11102,2377657,57,2017-05-19
1181897,40294,5846533,77,2017-03-06
1181904,62011,7078589,34,2017-04-26
1181905,25495,3772361,19,2017-04-24
1181907,34109,8809643,16,2017-04-09
1181911,32284,7760035,28,2017-04-20
1181913,46755,4315004,91,2017-05-27
1181920,32192,7866181,88,2017-04-01
1181925,36214,3721648,56,2017-04-06
1181929,47302,7038631,32,2017-05-30
1181939,29395,1425014,83,2017-01-06
1181946,31370,4876250,64,2017-02-21
1181954,37678,3129800,91,2017-03-29
1181956,27516,6014774,32,2017-04-29
1181960,68645,6971021,97,2017-05-16
1181962,18299,6199504,33,2017-03-27
1181965,16899,2633674,71,2017-02-07
1181972,69105,1911972,31,2017-02-13
1181973,36584,4483021,54,2017-01-06
1181974,44443,8773984,92,2017-01-08
1181984,21865,5493110,68,2017-03-23
1181991,62993,3252302,77,2017-02-03
1181996,34594,6913833,39,2017-05-16
1181998,61484,8899982,55,2017-02-06
1182006,14213,8595519,54,2017-05-06
1182009,63955,3449116,11,2017-03-25
1182015,30740,6650881,57,2017-03-31
1182016,32673,6584727,44,2017-05-07
1182018,69069,3846199,44,2017-02-19
1182023,22270,6137423,83,2017-04-27
1182029,42812,3164229,9,2017-05-18
1182037,47635,6171920,87,2017-02-26
1182040,62906,9185709,78,2017-04-17
1182047,61047,8729492,51,2017-04-13
1182048,69505,1533229,72,2017-01-28
1182057,20663,7265917,5,2017-04-15
1182064,20160,4964590,94,2017-05-26
1182071,33906,5137115,13,2017-01-28
1182078,29973,8223131,59,2017-02-19
1182080,61309,1485352,65,2017-04-24
1182083,47149,2635455,37,2017-01-19
1182088,52787,6226989,23,2017-04-11
1182091,60363,6829462,79,2017-01-16
1182095,38891,1806525,40,2017-02-02
1182104,48782,4764505,73,2017-01-08
1182105,26559,5339360,51,2017-01-04
1182109,30110,3042533,9,2017-05-26
1182110,39892,4708404,43,2017-05-21
1182118,52571,4058006,57,2017-01-08
1182121,42828,3593073,64,2017-03-20
1182122,42079,3125754,68,2017-04-05
1182126,36495,9169725,17,2017-04-02
1182134,17763,2223234,10,2017-01-31
1182140,61074,5280451,84,2017-01-22
1182149,33441,5143967,73,2017-02-22
1182158,68972,8903619,93,2017-04-06
1182163,69669,4791502,2,2017-03-14
1182170,47273,8494007,89,2017-01-14
1182175,39066,3845100,36,2017-01-26
1182184,52578,9098195,100,2017-02-11
1182194,36531,5679097,17,2017-02-02
1182203,29252,3368145,75,2017-04-05
1182213,45179,9160422,65,2017-03-27
1182220,60859,5510383,98,2017-03-15
1182230,29858,1457609,25,2017-03-03
1182233,17989,3254629,44,2017-04-29
1182235,26654,8317194,69,2017-01-05
1182242,42940,5912980,38,2017-02-25
1182251,40044,6824589,96,2017-05-02
1182261,38152,8842474,51,2017-04-01
1182263,66601,6095365,31,2017-02-27
1182269,49591,5313235,81,2017-03-08
1182274,22735,5412889,50,2017-03-30
1182283,38091,8498776,99,2017-02-13
1182287,15502,2693386,100,2017-02-18
1182297,44553,5719657,4,2017-01-23
1182305,54092,8008448,9,2017-01-10
1182308,39017,3538621,32,2017-01-26
1182315,13207,5085410,94,2017-03-27
1182320,25335,2467792,15,2017-03-10
1182324,39553,7955146,84,2017-02-13
1182332,17827,1782304,87,2017-04-05
1182335,57091,5042910,4,2017-03-18
1182342,21962,6321773,74,2017-03-02
1182348,64970,1382297,80,2017-03-18
1182352,38111,5364861,76,2017-02-26
1182357,45624,2579138,13,2017-02-13
1182364,33919,6955164,78,2017-03-01
1182367,53090,9121883,12,2017-01-13
1182370,23355,7040088,68,2017-01-30
1182380,18841,6833892,10,2017-01-12
1182390,21402,7718277,10,2017-02-12
1182392,43504,1798246,56,2017-01-17
1182394,12030,7076549,44,2017-04-14
1182404,65590,5621121,33,2017-01-13
1182408,43395,1588634,42,2017-02-24
1182416,35576,2338264,45,2017-02-10
1182424,34134,6550754,30,2017-03-27
1182429,58728,2706474,59,2017-04-27
1182437,32664,5344056,64,2017-01-15
1182438,57315,3904782,96,2017-04-10
1182446,21273,6960305,75,2017-02-20
1182449,62070,8411738,82,2017-04-13
1182450,35841,4258879,42,2017-04-02
1182451,63361,4114143,44,2017-02-10
1182454,47753,3426114,32,2017-02-14
1182460,18620,2684267,6,2017-05-20
1182467,70053,1345532,59,2017-04-26
1182470,14802,4615940,18,2017-03-26
1182473,42105,4870383,80,2017-03-21
1182479,45242,4253199,1,2017-01-23
1182486,31445,8474389,47,2017-02-28
1182487,20471,4306978,89,2017-01-22
1182490,22009,6372884,85,2017-03-11
1182499,47193,8203035,67,2017-05-19
1182500,10614,4984716,45,2017-03-23
1182508,54916,7213965,48,2017-04-17
1182513,24802,5255031,57,2017-01-19
1182514,22431,8734834,40,2017-04-02
1182524,57750,6944939,1,2017-01-05
1182530,44076,7069924,40,2017-05-07
1182532,56370,8983797,14,2017-05-20
1182540,41112,7669243,74,2017-04-27
1182546,64989,6584284,55,2017-02-18
1182548,17345,6964135,84,2017-01-25
1182556,58967,1578526,67,2017-05-14
1182562,55229,7465102,45,2017-01-09
1182563,35698,3155277,11,2017-05-26
1182572,23214,8637088,38,2017-02-24
1182576,29279,6644571,86,2017-02-18
1182582,65967,2612514,92,2017-02-09
1182587,39140,4193147,56,2017-02-05
1182593,53084,8270542,47,2017-05-14
1182594,62626,5094376,52,2017-01-28
1182602,56633,7733516,80,2017-05-07
1182611,35183,6630315,75,2017-02-12
1182612,11315,7932793,76,2017-02-14
1182614,30340,2469715,68,2017-01-23
1182617,22072,5009423,69,2017-04-18
1182621,64787,8882939,41,2017-05-19
1182624,50626,3189143,50,2017-05-18
1182632,16789,7620612,21,2017-04-17
1182640,48992,2183354,85,2017-03-24
1182649,49597,4156159,87,2017-04-29
1182654,56271,1434009,54,2017-01-11
1182656,15846,2418999,70,2017-03-16
1182663,13828,7786934,35,2017-01-11
1182665,27404,4979486,68,2017-04-26
1182669,29958,8459219,29,2017-05-12
1182678,57712,7066689,91,2017-04-11
1182688,47146,4656498,35,2017-02-06
1182696,60656,6316423,16,2017-01-01
1182703,37947,5599900,83,2017-02-06
1182710,60324,5359536,10,2017-05-02
1182720,69976,2679161,50,2017-05-15
1182722,45371,2803697,71,2017-04-01
1182731,20704,6796366,42,2017-01-23
1182736,62096,8173975,79,2017-05-08
1182743,60001,6776263,67,2017-03-13
1182751,61316,5234937,7,2017-01-14
1182752,59919,5677337,81,2017-03-07
1182756,22705,3505285,63,2017-04-21
1182758,57367,3673462,99,2017-03-05
1182761,62698,6133719,69,2017-04-16
1182769,62758,3340602,44,2017-04-01
1182779,14757,7977552,6,2017-02-12
1182785,21219,3090997,91,2017-04-02
1182789,59976,8490503,95,2017-01-14
1182796,11056,7116462,84,2017-03-01
1182797,31316,5912252,19,2017-06-01
1182804,25752,4154168,31,2017-02-10
1182807,12716,1748920,85,2017-03-16
1182816,63731,4218623,30,2017-03-19
1182817,67881,4311518,71,2017-02-20
1182824,27693,7790164,4,2017-05-04
1182834,43780,1431842,21,2017-01-27
1182835,67500,6905187,66,2017-03-18
1182843,59604,7937630,1,2017-05-23
1182851,68054,4148752,57,2017-05-29
1182852,23880,1893779,63,2017-02-25
1182857,34921,1748781,24,2017-04-30
1182859,39767,1922949,88,2017-01-11
1182865,39561,8830356,90,2017-04-19
1182867,55694,4698649,58,2017-04-08
1182873,23108,5538296,62,2017-04-19
1182876,27257,7905135,19,2017-03-09
1182886,57875,6916287,28,2017-02-10
1182892,49656,2895063,76,2017-02-15
1182900,16361,4411408,85,2017-02-06
1182903,67302,6517228,10,2017-04-23
1182913,17890,6211262,91,2017-04-28
1182917,31342,6084664,83,2017-04-18
1182926,29950,3950045,58,2017-04-26
1182930,15515,2334489,64,2017-02-27
1182932,61757,6659654,76,2017-01-24
1182940,53085,8051751,94,2017-01-29
1182945,29025,7251292,44,2017-02-16
1182954,12017,7997245,22,2017-01-17
1182960,52426,7747561,35,2017-02-27
1182964,28181,4150312,37,2017-01-27
1182971,27286,2781649,63,2017-04-14
1182978,48827,7538237,75,2017-05-25
1182988,53602,6087491,23,2017-02-05
1182997,44470,7357435,72,2017-01-12
1183000,20596,4858107,10,2017-04-21
1183006,67500,6712692,12,2017-01-20
1183007,60748,5568326,85,2017-01-18
1183009,10443,2452825,14,2017-03-31
1183012,26246,7139641,92,2017-05-13
1183018,41048,8143063,74,2017-03-11
1183026,65001,4269424,26,2017-01-14
1183036,14950,5976107,45,2017-03-11
1183043,36487,4752658,99,2017-05-17
1183044,55451,2512886,31,2017-01-31
1183047,44397,7461297,29,2017-02-08
1183052,41238,8583626,71,2017-03-19
1183060,24134,2997063,97,2017-05-26
1183070,16615,9266834,47,2017-03-28
1183071,52748,5426841,99,2017-01-18
1183076,30215,8554171,65,2017-04-28
1183080,19354,1819769,33,2017-04-16
1183083,30415,7009753,99,2017-03-31
1183085,11254,8810864,4,2017-04-28
1183091,52367,2771203,19,2017-03-09
1183095,36224,4253788,36,2017-04-28
1183104,18979,6705840,51,2017-02-24
1183110,43608,7545282,24,2017-04-18
1183115,14620,5377530,42,2017-04-14
1183117,40332,1721240,62,2017-01-20
1183122,54709,5561514,90,2017-05-14
1183132,19651,4074097,7,2017-05-19
1183138,48324,6177244,56,2017-01-02
1183141,56864,3653612,37,2017-03-02
1183151,29621,6399370,64,2017-04-05
1183160,52943,6434561,57,2017-05-06
1183162,43883,3548004,58,2017-01-07
1183166,61882,9209556,77,2017-01-11
1183174,28492,7301735,60,2017-01-03
1183175,57248,6697889,35,2017-05-25
1183183,69082,3373567,11,2017-03-06
1183190,49120,2041419,47,2017-02-25
1183197,66880,9131555,84,2017-04-17
1183205,68898,3668647,34,2017-02-20
1183208,54580,8877435,72,2017-01-21
1183213,42406,3511623,33,2017-04-17
1183220,22084,7623467,75,2017-05-30
1183222,66517,4755953,41,2017-02-03
1183225,41978,7369881,83,2017-01-02
1183226,60267,1507247,6,2017-05-11
1183235,65281,8123385,99,2017-01-13
1183236,42857,2351857,57,2017-03-19
1183237,36811,4668587,80,2017-01-29
1183241,37426,5004201,91,2017-03-16
1183251,38604,5554517,3,2017-05-14
1183261,18861,3660116,93,2017-04-06
1183269,67653,5914507,63,2017-04-01
1183278,44053,6006537,83,2017-03-11
1183283,16975,4533345,54,2017-05-18
1183292,42522,8732844,46,2017-01-02
1183300,25698,8377709,19,2017-05-28
1183306,13490,8497532,35,2017-03-08
1183309,68744,3292404,30,2017-03-13
1183315,52367,5113751,76,2017-01-15
1183316,23504,5791862,11,2017-03-18
1183320,37739,4325765,70,2017-04-28
1183327,34838,5467485,72,2017-02-16
1183330,51192,7088957,52,2017-01-29
1183340,50530,2239345,49,2017-01-06
1183341,36949,7902282,50,2017-03-29
1183342,23350,6511433,63,2017-04-15
1183345,28918,2644925,15,2017-01-13
1183348,17374,8811643,34,2017-04-14
1183352,45653,6201530,100,2017-03-11
1183356,54213,1472329,50,2017-01-16
1183360,62078,3256011,82,2017-03-26
1183363,53084,4352748,46,2017-05-24
1183373,47248,6538429,31,2017-03-29
1183378,19453,3223251,6,2017-05-24
1183381,20797,4611337,49,2017-05-03
1183383,47664,2117405,86,2017-05-12
1183387,16466,4307616,44,2017-04-15
1183394,13232,7129903,89,2017-02-01
1183402,53266,8762084,36,2017-06-01
1183406,54080,7052918,17,2017-05-13
1183408,65485,1485816,7,2017-01-04
1183417,42461,4527704,94,2017-04-29
1183425,60618,6671701,55,2017-05-18
1183435,44711,3546698,80,2017-02-27
1183440,55299,1458591,6,2017-05-02
1183441,35582,2398770,48,2017-01-04
1183449,67986,2052772,54,2017-03-07
1183452,57868,3317529,40,2017-05-24
1183453,68319,6230926,27,2017-02-28
1183462,32449,7944737,17,2017-04-25
1183466,68547,6311259,50,2017-03-25
1183470,57989,7128547,58,2017-04-12
1183477,67646,2781272,74,2017-03-30
1183478,49440,8781615,90,2017-04-28
1183480,37390,1730252,53,2017-01-12
1183481,47593,8988893,4,2017-04-10
1183490,24301,4548418,86,2017-02-15
1183493,49626,6786197,39,2017-05-13
1183502,54787,5548248,90,2017-03-20
1183503,14524,8941763,56,2017-03-17
